# epsilon,0.99
# number of tests,100
83600,0.36
83800,0.39
84000,0.39
84200,0.38
84400,0.44
84600,0.43
84800,0.37
85000,0.37
85200,0.44
85400,0.5
85600,0.4
85800,0.48
86000,0.47
86200,0.42
86400,0.45
86600,0.46
86800,0.51
87000,0.42
87200,0.42
87400,0.43
87600,0.46
87800,0.49
88000,0.51
88200,0.46
88400,0.5
88600,0.44
88800,0.49
89000,0.38
89200,0.4
89400,0.42
89600,0.48
89800,0.48
90000,0.46
90200,0.52
90400,0.45
90600,0.38
90800,0.43
91000,0.46
91200,0.46
91400,0.54
91600,0.43
91800,0.58
92000,0.43
92200,0.54
92400,0.38
92600,0.48
92800,0.48
93000,0.5
93200,0.44
93400,0.52
93600,0.47
93800,0.54
94000,0.42
94200,0.46
94400,0.49
94600,0.49
94800,0.45
95000,0.48
95200,0.4
95400,0.54
95600,0.56
95800,0.44
96000,0.48
96200,0.56
96400,0.52
96600,0.59
96800,0.54
97000,0.64
97200,0.56
97400,0.54
97600,0.49
97800,0.64
98000,0.57
98200,0.56
98400,0.55
98600,0.57
98800,0.56
99000,0.54
99200,0.49
99400,0.51
99600,0.6
99800,0.52
100000,0.57
100200,0.57
100400,0.56
100600,0.56
100800,0.49
101000,0.49
101200,0.6
101400,0.57
101600,0.6
101800,0.55
102000,0.58
102200,0.51
102400,0.55
102600,0.51
102800,0.55
103000,0.6
103200,0.52
103400,0.58
103600,0.57
103800,0.62
104000,0.5
104200,0.65
104400,0.61
104600,0.52
104800,0.6
105000,0.56
105200,0.67
105400,0.53
105600,0.65
105800,0.65
106000,0.65
106200,0.71
106400,0.56
106600,0.61
106800,0.5
107000,0.56
107200,0.59
107400,0.66
107600,0.7
107800,0.67
108000,0.62
108200,0.54
108400,0.55
108600,0.65
108800,0.6
109000,0.61
109200,0.59
109400,0.59
109600,0.55
109800,0.61
110000,0.52
110200,0.63
110400,0.63
110600,0.59
110800,0.67
111000,0.63
111200,0.67
111400,0.59
111600,0.63
111800,0.61
112000,0.59
112200,0.57
112400,0.54
112600,0.56
112800,0.58
113000,0.56
113200,0.64
113400,0.62
113600,0.59
113800,0.62
114000,0.63
114200,0.67
114400,0.66
114600,0.6
114800,0.62
115000,0.69
115200,0.71
115400,0.68
115600,0.63
115800,0.62
116000,0.66
116200,0.65
116400,0.63
116600,0.62
116800,0.61
117000,0.68
117200,0.69
117400,0.65
117600,0.57
117800,0.72
118000,0.6
118200,0.74
118400,0.62
118600,0.68
118800,0.7
119000,0.67
119200,0.67
119400,0.62
119600,0.64
119800,0.57
120000,0.74
120200,0.64
120400,0.7
120600,0.65
120800,0.67
121000,0.68
121200,0.61
121400,0.63
121600,0.65
121800,0.71
122000,0.69
122200,0.67
122400,0.63
122600,0.66
122800,0.69
123000,0.73
123200,0.72
123400,0.72
123600,0.57
123800,0.7
124000,0.59
124200,0.6
124400,0.75
124600,0.66
124800,0.64
125000,0.68
125200,0.65
125400,0.75
125600,0.62
125800,0.72
126000,0.57
126200,0.7
126400,0.63
126600,0.6
126800,0.68
127000,0.65
127200,0.77
127400,0.66
127600,0.64
127800,0.7
128000,0.66
128200,0.67
128400,0.66
128600,0.65
128800,0.68
129000,0.61
129200,0.67
129400,0.66
129600,0.65
129800,0.6
130000,0.67
130200,0.81
130400,0.69
130600,0.69
130800,0.71
131000,0.61
131200,0.69
131400,0.64
131600,0.77
131800,0.66
132000,0.8
132200,0.63
132400,0.64
132600,0.65
132800,0.65
133000,0.71
133200,0.7
133400,0.68
133600,0.73
133800,0.7
134000,0.73
134200,0.71
134400,0.68
134600,0.64
134800,0.71
135000,0.7
135200,0.67
135400,0.79
135600,0.69
135800,0.65
136000,0.7
136200,0.59
136400,0.7
136600,0.67
136800,0.62
137000,0.65
137200,0.75
137400,0.67
137600,0.71
137800,0.61
138000,0.67
138200,0.72
138400,0.7
138600,0.67
138800,0.79
139000,0.73
139200,0.64
139400,0.75
139600,0.68
139800,0.74
140000,0.75
140200,0.7
140400,0.74
140600,0.62
140800,0.64
141000,0.76
141200,0.73
141400,0.67
141600,0.66
141800,0.65
142000,0.7
142200,0.64
142400,0.63
142600,0.64
142800,0.65
143000,0.66
143200,0.7
143400,0.74
143600,0.7
143800,0.65
144000,0.68
144200,0.72
144400,0.63
144600,0.61
144800,0.64
145000,0.71
145200,0.69
145400,0.78
145600,0.73
145800,0.71
146000,0.75
146200,0.66
146400,0.73
146600,0.67
146800,0.67
147000,0.69
147200,0.65
147400,0.73
147600,0.78
147800,0.59
148000,0.72
148200,0.76
148400,0.71
148600,0.75
148800,0.7
149000,0.72
149200,0.73
149400,0.64
149600,0.71
149800,0.77
150000,0.72
