# epsilon,0.99
# number of tests,100
200,0.03
400,0.05
600,0.02
800,0.02
1000,0.03
1200,0.04
1400,0.05
1600,0.05
1800,0.04
2000,0.03
2200,0.03
2400,0.03
2600,0.04
2800,0.02
3000,0
3200,0.03
3400,0.02
3600,0.05
3800,0.02
4000,0.04
4200,0.03
4400,0.01
4600,0.04
4800,0.03
5000,0.02
5200,0.03
5400,0.01
5600,0.02
5800,0.03
6000,0.02
6200,0
6400,0.01
6600,0.02
6800,0.03
7000,0.02
7200,0.03
7400,0.02
7600,0.04
7800,0
8000,0
8200,0.08
8400,0.02
8600,0
8800,0.04
9000,0.02
9200,0.04
9400,0.02
9600,0
9800,0.03
10000,0.04
10200,0.01
10400,0.01
10600,0
10800,0.01
11000,0.01
11200,0.04
11400,0.02
11600,0.03
11800,0.03
12000,0.01
12200,0.01
12400,0.05
12600,0.03
12800,0.01
13000,0.02
13200,0.04
13400,0.02
13600,0.01
13800,0.05
14000,0.01
14200,0
14400,0.01
14600,0.05
14800,0.01
15000,0.02
15200,0
15400,0.04
15600,0.01
15800,0.02
16000,0.02
16200,0
16400,0.04
16600,0.01
16800,0.01
17000,0.02
17200,0.02
17400,0.01
17600,0.03
17800,0.03
18000,0.04
18200,0.02
18400,0.03
18600,0.02
18800,0
19000,0.02
19200,0.02
19400,0.01
19600,0
19800,0.04
20000,0
20200,0.04
20400,0.01
20600,0.03
20800,0.05
21000,0.01
21200,0.03
21400,0.04
21600,0.04
21800,0.06
22000,0.06
22200,0.02
22400,0.01
22600,0.04
22800,0
23000,0.01
23200,0.01
23400,0.03
23600,0.02
23800,0.02
24000,0.05
24200,0.03
24400,0.02
24600,0.03
24800,0.01
25000,0.04
25200,0.03
25400,0.04
25600,0
25800,0.01
26000,0.02
26200,0.02
26400,0.05
26600,0.05
26800,0.03
27000,0.05
27200,0.01
27400,0.04
27600,0
27800,0
28000,0.03
28200,0.04
28400,0.04
28600,0.03
28800,0.01
29000,0.03
29200,0.02
29400,0.02
29600,0.02
29800,0.02
30000,0.02
30200,0.01
30400,0.04
30600,0.03
30800,0.02
31000,0.03
31200,0.05
31400,0.05
31600,0.01
31800,0.03
32000,0.04
32200,0.02
32400,0.05
32600,0.05
32800,0.06
33000,0.08
33200,0.02
33400,0.09
33600,0.06
33800,0.02
34000,0.03
34200,0.03
34400,0.08
34600,0.03
34800,0.04
35000,0.06
35200,0.04
35400,0.01
35600,0.07
35800,0.03
36000,0.08
36200,0.07
36400,0.07
36600,0.01
36800,0.08
37000,0.05
37200,0.14
37400,0.09
37600,0.07
37800,0.1
38000,0.05
38200,0.07
38400,0.1
38600,0.1
38800,0.09
39000,0.06
39200,0.08
39400,0.06
39600,0.1
39800,0.1
40000,0.11
40200,0.08
40400,0.08
40600,0.05
40800,0.06
41000,0.06
41200,0.13
41400,0.04
41600,0.11
41800,0.07
42000,0.06
42200,0.06
42400,0.11
42600,0.1
42800,0.1
43000,0.06
43200,0.07
43400,0.06
43600,0.07
43800,0.04
44000,0.05
44200,0.06
44400,0.06
44600,0.07
44800,0.07
45000,0.06
45200,0.07
45400,0.05
45600,0.04
45800,0.06
46000,0.1
46200,0.06
46400,0.1
46600,0.06
46800,0.04
47000,0.05
47200,0.07
47400,0.07
47600,0.06
47800,0.03
48000,0.01
48200,0.02
48400,0.06
48600,0.07
48800,0.06
49000,0.06
49200,0.05
49400,0.07
49600,0.08
49800,0.07
50000,0.06
50200,0.07
50400,0.05
50600,0.02
50800,0.07
51000,0.03
51200,0.07
51400,0.05
51600,0.05
51800,0.06
52000,0.04
52200,0.06
52400,0.06
52600,0.05
52800,0.08
53000,0.05
53200,0.12
53400,0.08
53600,0.05
53800,0.06
54000,0.09
54200,0.1
54400,0.07
54600,0.12
54800,0.11
55000,0.11
55200,0.1
55400,0.09
55600,0.06
55800,0.11
56000,0.05
56200,0.1
56400,0.09
56600,0.06
56800,0.11
57000,0.12
57200,0.11
57400,0.06
57600,0.16
57800,0.09
58000,0.11
58200,0.05
58400,0.11
58600,0.08
58800,0.1
59000,0.07
59200,0.11
59400,0.11
59600,0.12
59800,0.1
60000,0.13
60200,0.16
60400,0.11
60600,0.11
60800,0.1
61000,0.09
61200,0.14
61400,0.07
61600,0.08
61800,0.1
62000,0.1
62200,0.14
62400,0.08
62600,0.12
62800,0.08
63000,0.05
63200,0.08
63400,0.14
63600,0.09
63800,0.09
64000,0.12
64200,0.1
64400,0.17
64600,0.17
64800,0.13
65000,0.1
65200,0.12
65400,0.08
65600,0.13
65800,0.11
66000,0.14
66200,0.14
66400,0.21
66600,0.14
66800,0.21
67000,0.2
67200,0.17
67400,0.16
67600,0.19
67800,0.23
68000,0.18
68200,0.11
68400,0.21
68600,0.16
68800,0.19
69000,0.17
69200,0.22
69400,0.26
69600,0.15
69800,0.16
70000,0.21
70200,0.18
70400,0.24
70600,0.16
70800,0.17
71000,0.19
71200,0.17
71400,0.15
71600,0.2
71800,0.19
72000,0.23
72200,0.2
72400,0.27
72600,0.28
72800,0.21
73000,0.21
73200,0.27
73400,0.28
73600,0.22
73800,0.23
74000,0.31
74200,0.16
74400,0.19
74600,0.26
74800,0.29
75000,0.26
75200,0.28
75400,0.25
75600,0.2
75800,0.27
76000,0.34
76200,0.19
76400,0.33
76600,0.27
76800,0.37
77000,0.27
77200,0.38
77400,0.26
77600,0.36
77800,0.31
78000,0.3
78200,0.32
78400,0.33
78600,0.29
78800,0.35
79000,0.31
79200,0.36
79400,0.43
79600,0.34
79800,0.35
80000,0.35
80200,0.4
80400,0.41
80600,0.31
80800,0.38
81000,0.38
81200,0.36
81400,0.42
81600,0.34
81800,0.35
82000,0.46
82200,0.32
82400,0.44
82600,0.36
82800,0.46
83000,0.32
83200,0.38
83400,0.48
