# epsilon, 0.99
# number of tests, 100
# relevance level, 1
0, 0.0
1000, 0.03
2000, 0.01
3000, 0.0
4000, 0.02
5000, 0.02
6000, 0.02
7000, 0.01
8000, 0.05
9000, 0.05
10000, 0.03
11000, 0.01
12000, 0.02
13000, 0.05
14000, 0.03
15000, 0.07
16000, 0.03
17000, 0.02
18000, 0.04
19000, 0.0
20000, 0.08
21000, 0.04
22000, 0.01
23000, 0.01
24000, 0.01
25000, 0.01
26000, 0.0
27000, 0.03
28000, 0.03
29000, 0.02
30000, 0.05
31000, 0.04
32000, 0.02
33000, 0.01
34000, 0.03
35000, 0.02
36000, 0.0
37000, 0.03
38000, 0.01
39000, 0.03
40000, 0.03
41000, 0.04
42000, 0.02
43000, 0.05
44000, 0.02
45000, 0.03
46000, 0.03
47000, 0.01
48000, 0.03
49000, 0.03
50000, 0.02
51000, 0.04
52000, 0.05
53000, 0.01
54000, 0.03
55000, 0.05
56000, 0.02
57000, 0.05
58000, 0.04
59000, 0.03
60000, 0.06
61000, 0.02
62000, 0.01
63000, 0.03
64000, 0.01
65000, 0.08
66000, 0.03
67000, 0.04
68000, 0.0
69000, 0.02
70000, 0.01
71000, 0.02
72000, 0.02
73000, 0.02
74000, 0.03
75000, 0.0
76000, 0.04
77000, 0.01
78000, 0.01
79000, 0.02
80000, 0.03
81000, 0.05
82000, 0.03
83000, 0.08
84000, 0.01
85000, 0.01
86000, 0.02
87000, 0.02
88000, 0.03
89000, 0.02
90000, 0.01
91000, 0.01
92000, 0.03
93000, 0.0
94000, 0.05
95000, 0.01
96000, 0.02
97000, 0.02
98000, 0.02
99000, 0.03
100000, 0.05
# epsilon, 0.99
# number of tests, 100
# relevance level, 1
101000, 0.03
102000, 0.01
103000, 0.03
104000, 0.02
105000, 0.01
106000, 0.0
107000, 0.01
108000, 0.03
109000, 0.01
110000, 0.05
111000, 0.01
112000, 0.02
113000, 0.04
114000, 0.02
115000, 0.03
116000, 0.01
117000, 0.02
118000, 0.04
119000, 0.02
120000, 0.04
121000, 0.0
122000, 0.02
123000, 0.01
124000, 0.06
125000, 0.04
126000, 0.05
127000, 0.02
128000, 0.03
129000, 0.05
130000, 0.03
131000, 0.01
132000, 0.04
133000, 0.0
134000, 0.04
135000, 0.05
136000, 0.03
137000, 0.02
138000, 0.03
139000, 0.0
140000, 0.01
141000, 0.01
142000, 0.03
143000, 0.03
144000, 0.03
145000, 0.01
146000, 0.02
147000, 0.06
148000, 0.02
149000, 0.01
150000, 0.04
